id|job_title|location|salary_currency|career_level|experience_level|education_level|employment_type|job_function|job_benefits|company_process_time|company_size|company_industry|job_description
14301|Store Manager Fast Track Program|Jawa Timur|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun||Sarjana (S1)|Penuh Waktu|Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran|Kasual formal;Setiap hari dengan jam kerja 8 jam / hari dan libur 4 hari/ bulan|15 days|1001 - 2000 pekerja|Makanan & Minuman/Katering/Restoran|Job DescStore Manager Fast Track Program (SM-FTP) is one of our fast track career program for potential new graduates to be Mie Gacoan's future Leader.The program consist of a series in training, Mentoring, Coaching, On the Job Training well structured Gacoan's curriculum awith a comprehensive knowledge and skill of the F&B management.SMFTP is a 1 year program.RequirementsBachelor degree of any majors from reputable universityFresh graduates are welcome to apply.Minimum GPA 3.00.Fluent in Business English (speaking and writing).Passionate in Service, F&B.Strong work ethic and dedication, Integrity and inititatives.Maximum age 26 years old.willing to join 1 year development programwilling to be placed in all area Mie Gacoan
8136|GENERAL AFFAIR (GA) STAFF|Jakarta Utara|IDR|Supervisor/Koordinator|5 tahun|Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Teknik,Teknik Elektro|Waktu regular, Senin - Jumat;Kasual (contoh: Kaos);BPJS Ketenagakerjaan + Pension, BPJS Kesehatan|26 days|201 - 500 pekerja|Tekstil/Garment|QUALIFICATIONSMinimum Education : Diploma-3/equivalent;Having Minimum 5 Years Experience in related field;Having Good Communication and Negotiation Skills;Having Good Problem Solving Ability;Able to work in a team and independent;Able to work under pressure;Willing to work on mobile;Mastering Microsoft Office (esp. Ms. Word, Ms. Excel);Having General AK3 Certificate (mandatory);Having GA certification is preferred;Understand the concept of General Affair, Legality and Licensing, and Asset Management;Having experience in managing company assets (buildings, cars etc.);Understand the concept of 5R well;DUTIES AND RESPONSIBILITIES- Housekeeping & Building MaintenanceMapping and maintenance of all assets in the company’s environment;Responsible for the management of K3 in the Company;Responsible for 5R management in the Company;Evaluate and improve the complaints from other departments which are the duties and work of the GA Department;- LicensingManage various permits, public relations and operations related to company assets and facilities;Responsible for updating Company Licensing;Responsible for reporting UKL - UPL;- Assets and FacilitiesManage & control employee work facilities and infrastructure such as: work area cleanliness, building maintenance and operational vehicles;Create and supervise the schedule and implementation of repairs and maintenance of company assets & facilities;Responsible for the Company's GA operations;Ensure licensing of building facilities and equipment according to the standards.Placement in KBN Cakung - North Jakarta
24153|Driver / Custodian Branch Balikpapan|Balikpapan|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun|3 tahun|SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Kontrak|Lainnya,Lainnya/Kategori tidak tersedia|Tip;Asuransi kesehatan;Bisnis (contoh: Kemeja);24 Hours / 7 Days|24 days|1001 - 2000 pekerja|Konsultasi (Bisnis & Manajemen)|Rincian Pekerjaan: Memeriksa kendaraan operasional sebelum melakukan pengantaran.Mengantar barang sampai dengan tempat tujuan sesuai dengan perintah kerja (planning) dan SOP.Melakukan pencatatan penerimaan barang sesuai dengan prosedur yang ditentukan.Melakukan pekerjaan lain yang ditentukan oleh atasan. Kualifikasi: Maksimal umur 35 tahun.Minimail pendidikan SMA / SMK sederajat.Memiliki SIM A/B1 yang masih berlaku.Lancar mengemudi kendaraan.Bersedia mengikuti proses pemeriksaan latar belakang.Melampirkan SKCK yang masih berlaku.Bersedia Bekerja Shift dan ditempatkan di cabang kita.Sehat Jasmani dan Rohani.
7552|Content Creator|Jakarta Timur|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Tidak terspesifikasi|Penuh Waktu|Penjualan / Pemasaran,Digital Marketing|Asuransi kesehatan;Parkir;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja)|25 days|1- 50 pekerja|Umum & Grosir|URAIN TUGAS :Membuat konten yang kreatif dan menarik untuk media sosial ( Tiktok, Instagram, Youtube) perusahaan.Mengembangkan strategi sosial media dan mengidentifikasi kelemahan strategi serta membuat rekomendasi untuk perbaikan perusahaan.Memantau tren pada sosial media perusahaan.PERSYARATAN :Aktif di sosial media.Memiliki minat dan mengikuti perkembangan dunia otomotif (mobil).Mahir mengoperasikan sosial media.Memiliki kreatifitas & selalu up-to-date dengan tren di sosial media.Percaya diri tampil di depan kamera.Memiliki kemampuan copywriting yang baik (Creative Writing).Memiliki kemampuan komunikasi yang baik (verbal & tulisan).WAJIB MEMBERIKAN CONTOH HASIL PEKERJAAN ANDA (PORTOFOLIO atau TAUTAN ARTIKEL YANG DITERBITKAN) BERSAMA DENGAN APLIKASI ANDA.
11412|Internal Control Analyst (Jember Based)|Jember|IDR|Supervisor/Koordinator|3 tahun|Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan||25 days|51 - 200 pekerja|Manajemen/Konsulting HR|ROLES & RESPONSIBILITIES:Report directly to Senior Manager Internal Control.In collaboration with Business Process Owners, perform annual & continuous integrated risk assessment and make risk management action plans proposals to the management reflecting the latest business objectives and risk appetite.Provide advisory to business process to establish end-to-end process flow for key business projects, evaluate the key risks, and design smart business controls by leveraging as much as possible on technology for automation completed with clear control owners’ accountabilities and documentation, to effectively mitigate the financial reporting, operational, and compliance.Perform integrated audits of the end-to-end process including the impact of enabling systems on the business process and SOX testing using risk-based approach, to independently and holistically assess the adequacy and effectiveness of the controls over the business process (both manual and automated). Analyze and assess the impact of findings and make recommendations based on forward-looking operating environment.Provide guidance to business process to continuously assess the existing control effectiveness and seek opportunities to automate controls where possible and orchestrate in a scalable/sustainable manner, while leveraging as much as possible on the latest available technology.Review trend analytics and interpreting data to timely detect and act on the potential anomalies and process control weaknesses.QUALIFICATIONS:Bachelor’s Degree or professionally qualified in Accounting and Auditing, and/or similar Systems accreditation.Fluent in English is a mandatory, both written and verbal.3 - 5 years risk management experience including roles in accounting firms or Internal Audit functionsExperience in ICFR /SOX 404 framework and/or ISO based quality management systems and/or Data Privacy regulatory frameworkComprehensive knowledge of end-to-end business process analysis (especially the impact of system on the business processes), risk-based auditing and advisory methodology especially in Project Management (PBO Framework)Good knowledge with curious mindset through continuous learning and asking the right questions to support in designing and implementing risks-based controls frameworkDemonstrate keen awareness of customer centricity, connect the dots between business actions and risk awareness / identificationHighly inquisitive and agile, practice active listening to spot improvement opportunities, decisive in solving problems even when dealing with ambiguityAn effective team player that can collaborate (assertive when needed), able to influence by communicating and contributing constructively and confidently in multidisciplinary, multinational environmentAbility to generate insights through data and articulate them in a compelling manner to drive risk management actions through smart risk taking
3581|Project Manager (Job Location: Singapore - Must have Singapore Permanent Residence)|Jakarta Barat|IDR|Manajer/Asisten Manajer|2 tahun|Tidak terspesifikasi|Kontrak|Komputer/Teknologi Informasi,IT-Perangkat Lunak|||||Responsibilities :Manage and ensure ERP projects are done on time, on budget and on scope with high customer satisfactionDeveloping project plans, goals, and budgets; identifying resources neededMaintaining project timeframes, budgeting estimates and status reportsBuild and mentor team members to improve their capabilityCoordinating project team members and developing schedules and individual responsibilitiesUsing project management tools to track project performance and schedule adherenceConducting risk assessments for projectsAnalyze, plan and develop requirements and standards in reference to scheduled projectsHold regular team meetings to determine progress and address any questions or challenges regarding projectsGuiding and performing strategic analysis for the projectOrganizing and managing all phases of the project to ensure on-time completionAssembling and coordinating project team members; assigning individual responsibilitiesPlanning and overseeing the preparation and dissemination of project communications.Create and maintain comprehensive project documentationQualifications:Must have Singapore Permanent Residence (SPR)Has numerous experience in implementing ERP Systems before as Project ManagerProficient in at least one programming language and database management to be able to understand and communicate effectively with the developer teamCandidates must possess at least a Bachelor's Degree in Computer Science/Information Technology or equivalent.Project management and leadership skills for managing projects and the teams involved with themAble to communicate in English with the overseas teamExperience in mentoring, coaching, and developing rising talent in the technology departmentExcellent time management and organizational skills and experience establishing guidelines in these areas for othersStrong sense of personal accountability regarding decision-making and supervising department teamsExperience working in a high-level collaborative environment and promoting a teamwork mentalityManagerial experience applying analytical thinking and problem-solving skillsAbility to predict challenges and seek to proactively head off obstaclesERP Knowledge and Accounting Knowledge is a plus
14978|Junior Underwriter|Surabaya|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun||Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Perbankan / Jasa Finansial |Asuransi Gigi;Tip;Asuransi kesehatan;Pinjaman;Olahraga (contoh: pusat kebugaran);Parkir;Penglihatan;Waktu regular, Senin - Jumat;Bisnis (contoh: Kemeja);BPJS Kesehatan, BPJS Ketenagakerjaan|20 days|201 - 500 pekerja|Asuransi|Deskripsi pekerjaan :Mengevaluasi produk-produk asuransi yang dijual perusahaanMembuat dan menetapkan sebuah harga produk asuransiMembuat (estimasi) cadangan atas risiko yang akan/telah dijaminMembuat proyeksi dan analisis teknis perkembangan perusahaanMenyiapkan data/laporan untuk kepentingan pelaporan kinerja perusahaan dan atau ke Otoritas Jasa Keuangan (OJK)Berkoordinasi dan memberi masukan ke Direktorat Teknik dan Direktorat Pemasaran dalam proses penjualan produkBerkoordinasi dengan lintas Divisi dan atau bagian terkait dengan kepentingan perhitungan AktuarisKualifikasi :Maksimal usia 26 tahunMinimal pendidikan S1 (semua jurusan)Fresh Graduate dipersilahkan melamarIPK > 2,75Mengusai Microsoft Office dengan baikMemahami Bidang Asuransi akan menjadi nilai tambahSiap ditempatkan diseluruh Indonesia
26822|STAFF MARKETING EXECUTIVE EMKL/LOGISTIK|Jakarta Utara|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun||SMA, SMU/SMK/STM, Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis|Tip;Asuransi kesehatan;Formil (contoh: Kemeja + Dasi);Mondays - Fridays (Saturday - Half day)|25 days|51 - 200 pekerja|Transportasi/Logistik|Usia 22 - 30 Tahun.Kandidat harus memiliki setidaknya SMA, Diploma, Gelar Sarjana atau setara.Sehat Jasmani dan RohaniMemiliki kemampuan berkomunikasi yang baik,Memiliki kemampuan negosiasiMemiliki Relasi/Networking yang luasMemiliki pengalaman dalam bidang yang sama lebih disukaiTerbiasa dengan targetMahir : MS Office ( terutama Ms Excell ).
13733|Bookkeper / Junior Accountant|Bali|IDR|Pegawai (non-manajemen & non-supervisor)|2 tahun|Sarjana (S1)|Penuh Waktu|Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan|Uniform;As per client's requirement|7 days|51 - 200 pekerja|Manajemen/Konsulting HR|Job Title: Accounting Bookkeeper  Reports to: Accounting SupervisorWork Schedule: Monday to Friday – 7:00 am - 4:00 pm JOB RESPONSIBILITIES: Dealing with daily accounting process for Australian clients (AR/AP/Bank Recs/Payroll)Payroll /timesheet calculation and data entryAccounts reconciliationDaily administration dutiesOther tasks prescribed by the management SKILLS AND REQUIREMENTS: Excellent ENGLISH Communication Skills (Verbal and Written) is REQUIRED Advanced Microsoft Excel SkillsStrong admin and data entry skills Able to work to extremely tight deadlinesYou’re a problem solver and are flexible  You can work as part of a team and autonomouslyExperience with Australian Accounting System preferredThis is a full-time work onsite role in Legian - Kuta, Bali.
25725|Sales Online ( JAKARTA )|Jakarta Selatan|IDR|Lulusan baru/Pengalaman kerja kurang dari 1 tahun||SMA, SMU/SMK/STM, Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Telesales/Telemarketing|Asuransi kesehatan;Seragam, Batik, dan Kasual;Monday - Friday (8.30-17.00), Saturday (8.30 - 12.00)||51 - 200 pekerja|Konsultasi (IT, Ilmu Pengetahuan, Teknis & Teknikal)|Kualifikasi :Pendidikan minimal SMA/SMK atau sederajatFresh graduate dipersilahkan untuk mendaftarMemiliki kemampuan komunikasi yang baikMemiliki Kemampuan Komputer (Ms. Office) dan menggunakan EmailAktif di Internet dan Sosial MediaDapat melakukan analisa dan review suatu produk dalam bentuk tulisanPengalaman Sales/Marketing/SPG/SPB/Telemarketing (Lebih disukai)Pengalaman didunia Online Shop atau menjadi Admin Online Shop (Lebih disukai)Kemampuan Bahasa Inggris aktif (Lebih disukai)Kerja cepat, semangat, tanggung jawab dan punya Inisiatif positifTugas dan Tanggung Jawab :Melakukan penjualan online dan membuat laporan status prospek setiap hariMelayani calon pelanggan via WhatsApp, Livechat, Telepon dan EmailMembuat email dan konten marketing pada media onlineMelakukan pertemuan langsung dengan pelanggan jika diperlukan dalam prospekMencari reseller dan menjaga hubungan baik dengan pelangganMenjalankan SOP perusahaan​
3928|Sales and Marketing Executive Chemical Solvent (Tangerang Based)|Tangerang|IDR|Pegawai (non-manajemen & non-supervisor)|3 tahun|Sarjana (S1)|Penuh Waktu|Penjualan / Pemasaran,Penjualan - Korporasi||28 days|1- 50 pekerja|Manajemen/Konsulting HR|Responsibilities:Responsible for Solvent sale volume to support company’s target.Visit customers, provide a suggestion about the products and provide conveniences service.Update the market information, researching and knowing the market potential of customers and competitors also participate in the company market planning.Support customers on planning, marketing and strategies to build up sustainable partnership.Coordinate with procurement, logistics and customer service to complete the sales activity.Challenge of the Job:Acquire new customers and build up partnership in the solvent industry.Ready to learn and experience solvent industry.Qualifications:Bachelors’ degree in Business administration, Marketing, Management, Economics (or related).Experience a minimum of 3 years as a sales.Experience in Solvent industry would be an advantage.Have a car driving licenseAble to work in the JABODETABEK area or within the country from time to time as assigned.Excellent communication and negotiation skills.Good command of EnglishService-minded and pleasant personality.
